tree,slope,week,water_potential,cwc,time_season,time,site,date_wp
2372,-0.0013061108284883726,14,-3.08333333333333,0.0876852,before leafout,md,Weathertop,2022-04-06
2372,-0.0013061108284883726,18,-3.519,0.0388236,after leafout,md,Weathertop,2022-05-04
2372,-0.0013061108284883726,17,-1.9765,0.0331518,after leafout,md,Weathertop,2022-04-25
2372,-0.0013061108284883726,37,-2.04166666666667,0.0086111,after leafout,pd,Weathertop,2022-09-15
2372,-0.0013061108284883726,33,-3.6175,NA,after leafout,pd,NA,2022-08-18
2372,-0.0013061108284883726,19,-1.9765,0.0279729,after leafout,md,Weathertop,2022-05-09
2372,-0.0013061108284883726,15,-1.211,0.0319406,before leafout,pd,Weathertop,2022-04-11
2372,-0.0013061108284883726,37,-3.533,0.0086111,after leafout,md,Weathertop,2022-09-15
2372,-0.0013061108284883726,12,-1.725,0.0561855,before leafout,pd,Weathertop,2022-03-25
2372,-0.0013061108284883726,33,-4.97566666666667,NA,after leafout,md,NA,2022-08-18
2372,-0.0013061108284883726,10,-1.485,0.0170495,before leafout,pd,Weathertop,2022-03-08
2372,-0.0013061108284883726,14,-1.28333333333333,0.0876852,before leafout,pd,Weathertop,2022-03-30
2372,-0.0013061108284883726,29,-2.8,NA,after leafout,pd,NA,2022-07-19
2372,-0.0013061108284883726,12,-1.8625,0.0561855,before leafout,md,Weathertop,2022-03-25
2375,-9.231096335078532e-4,29,-4.5,NA,after leafout,md,NA,2022-07-19
2375,-9.231096335078532e-4,21,-1.69933333333333,0.0197755,after leafout,pd,Hobbiton,2022-05-23
2375,-9.231096335078532e-4,15,-1.929,0.0351597,before leafout,md,Hobbiton,2022-04-13
2375,-9.231096335078532e-4,21,-3.442,0.0197755,after leafout,md,Hobbiton,2022-05-23
2375,-9.231096335078532e-4,19,-2.60266666666667,0,after leafout,md,Hobbiton,2022-05-09
2375,-9.231096335078532e-4,29,-2.19,NA,after leafout,pd,NA,2022-07-19
2375,-9.231096335078532e-4,37,-3.98766666666667,3.29e-4,after leafout,md,Hobbiton,2022-09-15
2375,-9.231096335078532e-4,33,-4.1515,NA,after leafout,md,NA,2022-08-18
2375,-9.231096335078532e-4,19,-1.55616666666667,0,after leafout,pd,Hobbiton,2022-05-09
2375,-9.231096335078532e-4,18,-3.16133333333333,0.0296294,after leafout,md,Hobbiton,2022-05-04
2375,-9.231096335078532e-4,14,-1.105,0.0920584,before leafout,pd,Hobbiton,2022-03-30
2375,-9.231096335078532e-4,15,-1.33333333333333,0.0351597,before leafout,pd,Hobbiton,2022-04-11
2375,-9.231096335078532e-4,17,-1.3405,0.0138281,after leafout,pd,Hobbiton,2022-04-25
2375,-9.231096335078532e-4,33,-3.11366666666667,NA,after leafout,pd,NA,2022-08-18
2375,-9.231096335078532e-4,14,-2.8,0.0920584,before leafout,md,Hobbiton,2022-04-06
2375,-9.231096335078532e-4,37,-1.19775,3.29e-4,after leafout,pd,Hobbiton,2022-09-15
2375,-9.231096335078532e-4,12,-1.075,0.079956,before leafout,pd,Hobbiton,2022-03-25
2378,-6.274874400767018e-4,18,-2.466,0,after leafout,md,MiddleEarth,2022-05-04
2378,-6.274874400767018e-4,17,-1.5095,0.0233828,after leafout,pd,MiddleEarth,2022-04-25
2378,-6.274874400767018e-4,17,-3.0975,0.0233828,after leafout,md,MiddleEarth,2022-04-25
2378,-6.274874400767018e-4,19,-1.545,0,after leafout,pd,MiddleEarth,2022-05-09
2378,-6.274874400767018e-4,15,-1.621,0.0057721,before leafout,md,MiddleEarth,2022-04-13
2378,-6.274874400767018e-4,15,-1.305,0.0057721,before leafout,pd,MiddleEarth,2022-04-11
2378,-6.274874400767018e-4,33,-3.0715,NA,after leafout,pd,NA,2022-08-18
2378,-6.274874400767018e-4,14,-0.596666666666667,0.0815862,before leafout,pd,MiddleEarth,2022-03-30
2378,-6.274874400767018e-4,29,-2.005,NA,after leafout,pd,NA,2022-07-19
2378,-6.274874400767018e-4,21,-3.192,0.0077666,after leafout,md,MiddleEarth,2022-05-23
2378,-6.274874400767018e-4,21,-1.7095,0.0077666,after leafout,pd,MiddleEarth,2022-05-23
2378,-6.274874400767018e-4,14,-2.875,0.0815862,before leafout,md,MiddleEarth,2022-04-06
2378,-6.274874400767018e-4,37,-4.317,0,after leafout,md,MiddleEarth,2022-09-15
2378,-6.274874400767018e-4,10,-1.02433333333333,0.0891286,before leafout,pd,MiddleEarth,2022-03-08
2378,-6.274874400767018e-4,10,-1.7875,0.0891286,before leafout,md,MiddleEarth,2022-03-08
2378,-6.274874400767018e-4,12,-2.9125,0.0798676,before leafout,md,MiddleEarth,2022-03-25
2378,-6.274874400767018e-4,12,-0.9625,0.0798676,before leafout,pd,MiddleEarth,2022-03-25
2378,-6.274874400767018e-4,33,-3.946,NA,after leafout,md,NA,2022-08-18
2378,-6.274874400767018e-4,37,-1.93466666666667,0,after leafout,pd,MiddleEarth,2022-09-15
2378,-6.274874400767018e-4,29,-3.75,NA,after leafout,md,NA,2022-07-19
2379,-4.76820784883721e-4,19,-2.43366666666667,0,after leafout,md,MiddleEarth,2022-05-09
2379,-4.76820784883721e-4,17,-1.246,0.0149612,after leafout,pd,MiddleEarth,2022-04-25
2379,-4.76820784883721e-4,19,-1.62533333333333,0,after leafout,pd,MiddleEarth,2022-05-09
2379,-4.76820784883721e-4,21,-3.3255,0,after leafout,md,MiddleEarth,2022-05-23
2379,-4.76820784883721e-4,33,-4.349,NA,after leafout,md,NA,2022-08-18
2379,-4.76820784883721e-4,15,-1.179,0.0554782,before leafout,pd,MiddleEarth,2022-04-11
2379,-4.76820784883721e-4,15,-2.443,0.0554782,before leafout,md,MiddleEarth,2022-04-13
2379,-4.76820784883721e-4,18,-2.94875,0.0114615,after leafout,md,MiddleEarth,2022-05-04
2379,-4.76820784883721e-4,21,-2.286,0,after leafout,pd,MiddleEarth,2022-05-23
2379,-4.76820784883721e-4,17,-2.82,0.0149612,after leafout,md,MiddleEarth,2022-04-25
2379,-4.76820784883721e-4,29,-4.1,NA,after leafout,pd,NA,2022-07-19
2379,-4.76820784883721e-4,37,-1.69666666666667,0,after leafout,pd,MiddleEarth,2022-09-15
2379,-4.76820784883721e-4,12,-1.032,0.120893,before leafout,pd,MiddleEarth,2022-03-25
2379,-4.76820784883721e-4,29,-4.65,NA,after leafout,md,NA,2022-07-19
2379,-4.76820784883721e-4,14,-0.5,0.0837261,before leafout,pd,MiddleEarth,2022-03-30
2379,-4.76820784883721e-4,37,-4.87066666666667,0,after leafout,md,MiddleEarth,2022-09-15
2379,-4.76820784883721e-4,14,-2.55,0.0837261,before leafout,md,MiddleEarth,2022-04-06
2379,-4.76820784883721e-4,10,-1.23875,0.109564,before leafout,pd,MiddleEarth,2022-03-08
2379,-4.76820784883721e-4,12,-3.19375,0.120893,before leafout,md,MiddleEarth,2022-03-25
2379,-4.76820784883721e-4,33,-2.982,NA,after leafout,pd,NA,2022-08-18
2381,-2.4406510067114117e-4,37,-1.2325,0,after leafout,pd,Weathertop,2022-09-15
2381,-2.4406510067114117e-4,14,-2.96833333333333,0.0282273,before leafout,md,Weathertop,2022-04-06
2381,-2.4406510067114117e-4,33,-3.83066666666667,NA,after leafout,pd,NA,2022-08-18
2381,-2.4406510067114117e-4,14,-0.44,0.0282273,before leafout,pd,Weathertop,2022-03-30
2381,-2.4406510067114117e-4,15,-1.4,0,before leafout,pd,Weathertop,2022-04-11
2381,-2.4406510067114117e-4,12,-2.33333333333333,5.04e-5,before leafout,md,Weathertop,2022-03-25
2381,-2.4406510067114117e-4,15,-1.594,0,before leafout,md,Weathertop,2022-04-13
2381,-2.4406510067114117e-4,37,-4.74066666666667,0,after leafout,md,Weathertop,2022-09-15
2381,-2.4406510067114117e-4,21,-2.6365,0,after leafout,md,Weathertop,2022-05-23
2381,-2.4406510067114117e-4,17,-2.001,0,after leafout,md,Weathertop,2022-04-25
2381,-2.4406510067114117e-4,12,-0.437333333333333,5.04e-5,before leafout,pd,Weathertop,2022-03-25
2381,-2.4406510067114117e-4,19,-2.36075,8e-7,after leafout,pd,Weathertop,2022-05-09
2381,-2.4406510067114117e-4,33,-4.657,NA,after leafout,md,NA,2022-08-18
2381,-2.4406510067114117e-4,10,-1.325,0.0323803,before leafout,pd,Weathertop,2022-03-08
2381,-2.4406510067114117e-4,18,-2.645,0.0121219,after leafout,md,Weathertop,2022-05-04
2381,-2.4406510067114117e-4,17,-1.26233333333333,0,after leafout,pd,Weathertop,2022-04-25
2381,-2.4406510067114117e-4,29,-3.5,NA,after leafout,pd,NA,2022-07-19
2381,-2.4406510067114117e-4,10,-1.83433333333333,0.0323803,before leafout,md,Weathertop,2022-03-08
2381,-2.4406510067114117e-4,21,-1.2905,0,after leafout,pd,Weathertop,2022-05-23
2381,-2.4406510067114117e-4,29,-4.63333333333333,NA,after leafout,md,NA,2022-07-19
2383,-2.6815268895348846e-4,33,-3.1875,NA,after leafout,pd,NA,2022-08-18
2383,-2.6815268895348846e-4,15,-1.869,6.546e-4,before leafout,md,Weathertop,2022-04-13
2383,-2.6815268895348846e-4,15,-0.9505,6.546e-4,before leafout,pd,Weathertop,2022-04-11
2383,-2.6815268895348846e-4,37,-2.16,0,after leafout,pd,Weathertop,2022-09-15
2383,-2.6815268895348846e-4,14,-0.436666666666667,0.0562841,before leafout,pd,Weathertop,2022-03-30
2383,-2.6815268895348846e-4,19,-1.58975,0.0050637,after leafout,pd,Weathertop,2022-05-09
2383,-2.6815268895348846e-4,33,-4.6335,NA,after leafout,md,NA,2022-08-18
2383,-2.6815268895348846e-4,37,-4.16766666666667,0,after leafout,md,Weathertop,2022-09-15
2383,-2.6815268895348846e-4,19,-2.48,0.0050637,after leafout,md,Weathertop,2022-05-09
2383,-2.6815268895348846e-4,14,-2.71,0.0562841,before leafout,md,Weathertop,2022-04-06
2383,-2.6815268895348846e-4,18,-2.23666666666667,0,after leafout,md,Weathertop,2022-05-04
2383,-2.6815268895348846e-4,10,-0.96,0.0281803,before leafout,pd,Weathertop,2022-03-08
2383,-2.6815268895348846e-4,12,-0.646,0.0249588,before leafout,pd,Weathertop,2022-03-25
2383,-2.6815268895348846e-4,17,-1.349,0.0104776,after leafout,pd,Weathertop,2022-04-25
2383,-2.6815268895348846e-4,29,-2.358,NA,after leafout,pd,NA,2022-07-19
2383,-2.6815268895348846e-4,10,-2.36033333333333,0.0281803,before leafout,md,Weathertop,2022-03-08
2383,-2.6815268895348846e-4,17,-2.96,0.0104776,after leafout,md,Weathertop,2022-04-25
2383,-2.6815268895348846e-4,29,-4.2,NA,after leafout,md,NA,2022-07-19
2383,-2.6815268895348846e-4,21,-3.34333333333333,0,after leafout,md,Weathertop,2022-05-23
2383,-2.6815268895348846e-4,21,-1.53225,0,after leafout,pd,Weathertop,2022-05-23
