tree,slope,week,cwc,time_season,site,date_new,date_wp
1478,-8.323393602225316e-5,37,0.0806744,after leafout,Cucu Mesa,2022-09-15,2022-09-15
1478,-8.323393602225316e-5,19,0.0505631,after leafout,Cucu Mesa,2022-05-11,2022-05-11
1478,-8.323393602225316e-5,17,0.0918326,after leafout,Cucu Mesa,2022-04-29,2022-04-29
1478,-8.323393602225316e-5,21,0.0453818,after leafout,Cucu Mesa,2022-05-29,2022-05-29
1478,-8.323393602225316e-5,15,0.0633957,before leafout,Cucu Mesa,2022-04-12,2022-04-12
1478,-8.323393602225316e-5,29,NA,after leafout,Cucu Mesa,2022-07-19,2022-07-19
1478,-8.323393602225316e-5,14,0.098124,before leafout,Cucu Mesa,2022-04-05,2022-04-05
2004,-0.0023199354625550667,10,0.107627,before leafout,Cucu Mesa,2022-03-08,2022-03-08
2004,-0.0023199354625550667,14,0.0277383,before leafout,Cucu Mesa,2022-04-05,2022-04-05
2004,-0.0023199354625550667,21,0.0444557,after leafout,Cucu Mesa,2022-05-29,2022-05-29
2004,-0.0023199354625550667,17,0.0426235,after leafout,Cucu Mesa,2022-04-29,2022-04-29
2004,-0.0023199354625550667,15,0.0645346,before leafout,Cucu Mesa,2022-04-12,2022-04-12
2004,-0.0023199354625550667,37,0.0171421,after leafout,Cucu Mesa,2022-09-15,2022-09-15
2005,-0.0023075314977973557,21,0.0058641,after leafout,Cucu Mesa,2022-05-29,2022-05-29
2005,-0.0023075314977973557,10,0.056627,before leafout,Cucu Mesa,2022-03-08,2022-03-08
2005,-0.0023075314977973557,15,0.02661,before leafout,Cucu Mesa,2022-04-12,2022-04-12
2005,-0.0023075314977973557,14,0.0666067,before leafout,Cucu Mesa,2022-04-05,2022-04-05
2005,-0.0023075314977973557,29,NA,after leafout,Cucu Mesa,2022-07-19,2022-07-19
2005,-0.0023075314977973557,17,0.0551155,after leafout,Cucu Mesa,2022-04-29,2022-04-29
2005,-0.0023075314977973557,19,0.0233641,after leafout,Cucu Mesa,2022-05-11,2022-05-11
2005,-0.0023075314977973557,37,0,after leafout,Cucu Mesa,2022-09-15,2022-09-15
2006,-0.0030820299559471357,29,NA,after leafout,Cucu Mesa,2022-07-19,2022-07-19
2006,-0.0030820299559471357,15,0.0591474,before leafout,Cucu Mesa,2022-04-12,2022-04-12
2006,-0.0030820299559471357,14,0.0860121,before leafout,Cucu Mesa,2022-04-05,2022-04-05
2006,-0.0030820299559471357,10,0.0668307,before leafout,Cucu Mesa,2022-03-08,2022-03-08
2006,-0.0030820299559471357,37,0,after leafout,Cucu Mesa,2022-09-15,2022-09-15
2006,-0.0030820299559471357,21,0.0163343,after leafout,Cucu Mesa,2022-05-29,2022-05-29
2006,-0.0030820299559471357,17,0.0818919,after leafout,Cucu Mesa,2022-04-29,2022-04-29
2006,-0.0030820299559471357,19,0.0155575,after leafout,Cucu Mesa,2022-05-11,2022-05-11
2007,-0.0024987310572687216,14,0.0630606,before leafout,Cucu Mesa,2022-04-05,2022-04-05
2007,-0.0024987310572687216,15,0.041694,before leafout,Cucu Mesa,2022-04-12,2022-04-12
2007,-0.0024987310572687216,17,0.0600799,after leafout,Cucu Mesa,2022-04-29,2022-04-29
2007,-0.0024987310572687216,10,0.0626829,before leafout,Cucu Mesa,2022-03-08,2022-03-08
2007,-0.0024987310572687216,29,NA,after leafout,Cucu Mesa,2022-07-19,2022-07-19
2007,-0.0024987310572687216,21,0.0159805,after leafout,Cucu Mesa,2022-05-29,2022-05-29
2007,-0.0024987310572687216,19,0.0179101,after leafout,Cucu Mesa,2022-05-11,2022-05-11
2007,-0.0024987310572687216,37,0,after leafout,Cucu Mesa,2022-09-15,2022-09-15
2009,-0.0014758767957434229,37,0,after leafout,Hobbiton,2022-09-15,2022-09-15
2009,-0.0014758767957434229,14,0.0582121,before leafout,Hobbiton,2022-04-05,2022-04-05
2009,-0.0014758767957434229,15,0.0060261,before leafout,Hobbiton,2022-04-12,2022-04-12
2009,-0.0014758767957434229,19,0.0109038,after leafout,Hobbiton,2022-05-11,2022-05-11
2009,-0.0014758767957434229,21,0.0171527,after leafout,Hobbiton,2022-05-29,2022-05-29
2009,-0.0014758767957434229,18,2.2e-6,after leafout,Hobbiton,2022-05-03,2022-05-03
2009,-0.0014758767957434229,12,0.0407137,before leafout,Hobbiton,2022-03-22,2022-03-22
2009,-0.0014758767957434229,33,NA,after leafout,Hobbiton,2022-08-18,2022-08-18
2009,-0.0014758767957434229,17,0.0195894,after leafout,Hobbiton,2022-04-29,2022-04-29
2009,-0.0014758767957434229,29,NA,after leafout,Hobbiton,2022-07-19,2022-07-19
2010,-0.001206140762636713,33,NA,after leafout,Weathertop,2022-08-18,2022-08-18
2010,-0.001206140762636713,29,NA,after leafout,Weathertop,2022-07-19,2022-07-19
2010,-0.001206140762636713,21,0,after leafout,Weathertop,2022-05-29,2022-05-29
2010,-0.001206140762636713,18,0,after leafout,Weathertop,2022-05-03,2022-05-03
2010,-0.001206140762636713,37,0,after leafout,Weathertop,2022-09-15,2022-09-15
2010,-0.001206140762636713,19,0,after leafout,Weathertop,2022-05-11,2022-05-11
2010,-0.001206140762636713,17,0.0059915,after leafout,Weathertop,2022-04-29,2022-04-29
2010,-0.001206140762636713,15,0,before leafout,Weathertop,2022-04-12,2022-04-12
2010,-0.001206140762636713,14,0.0457743,before leafout,Weathertop,2022-04-05,2022-04-05
2010,-0.001206140762636713,12,0.0368732,before leafout,Weathertop,2022-03-22,2022-03-22
2011,-0.0019092101018010961,18,0.0091785,after leafout,Weathertop,2022-05-03,2022-05-03
2011,-0.0019092101018010961,19,0.0388116,after leafout,Weathertop,2022-05-11,2022-05-11
