tree,slope,week,cwc,time_season,site,date_new,date_wp
2021,-0.011148732352941169,11,0.0557041,before leafout,Chamise,2022-03-16,2022-03-16
2021,-0.011148732352941169,10,0.088121,before leafout,Chamise,2022-03-08,2022-03-08
2021,-0.011148732352941169,19,0.0147011,after leafout,Chamise,2022-05-11,2022-05-11
2021,-0.011148732352941169,17,0.022745,after leafout,Chamise,2022-04-29,2022-04-29
2021,-0.011148732352941169,37,0,after leafout,Chamise,2022-09-15,2022-09-15
2021,-0.011148732352941169,29,NA,after leafout,Chamise,2022-07-19,2022-07-19
2021,-0.011148732352941169,21,0.0209294,after leafout,Chamise,2022-05-29,2022-05-29
2024,-0.009704947058823528,19,0.0079378,after leafout,Chamise,2022-05-11,2022-05-11
2024,-0.009704947058823528,21,0,after leafout,Chamise,2022-05-29,2022-05-29
2024,-0.009704947058823528,29,NA,after leafout,Chamise,2022-07-19,2022-07-19
2024,-0.009704947058823528,15,2e-7,before leafout,Chamise,2022-04-12,2022-04-12
2024,-0.009704947058823528,11,0.0378035,before leafout,Chamise,2022-03-16,2022-03-16
2024,-0.009704947058823528,17,0.0472023,after leafout,Chamise,2022-04-29,2022-04-29
2024,-0.009704947058823528,14,0.0355296,before leafout,Chamise,2022-04-05,2022-04-05
2024,-0.009704947058823528,37,0,after leafout,Chamise,2022-09-15,2022-09-15
2024,-0.009704947058823528,10,0.0646295,before leafout,Chamise,2022-03-08,2022-03-08
2025,-0.008102202941176468,29,NA,after leafout,Chamise,2022-07-19,2022-07-19
2025,-0.008102202941176468,11,0.0651471,before leafout,Chamise,2022-03-16,2022-03-16
2025,-0.008102202941176468,21,0.0170609,after leafout,Chamise,2022-05-29,2022-05-29
2025,-0.008102202941176468,19,0.0226033,after leafout,Chamise,2022-05-11,2022-05-11
2025,-0.008102202941176468,10,0.0585263,before leafout,Chamise,2022-03-08,2022-03-08
2025,-0.008102202941176468,17,0.0244737,after leafout,Chamise,2022-04-29,2022-04-29
2025,-0.008102202941176468,15,0.0061813,before leafout,Chamise,2022-04-12,2022-04-12
2025,-0.008102202941176468,37,0,after leafout,Chamise,2022-09-15,2022-09-15
2025,-0.008102202941176468,14,0.0605638,before leafout,Chamise,2022-04-05,2022-04-05
2026,-5.945823529411767e-4,15,0,before leafout,Chamise,2022-04-12,2022-04-12
2026,-5.945823529411767e-4,21,0,after leafout,Chamise,2022-05-29,2022-05-29
2026,-5.945823529411767e-4,10,0.0198936,before leafout,Chamise,2022-03-08,2022-03-08
2026,-5.945823529411767e-4,29,NA,after leafout,Chamise,2022-07-19,2022-07-19
2026,-5.945823529411767e-4,19,0.0159674,after leafout,Chamise,2022-05-11,2022-05-11
2026,-5.945823529411767e-4,37,0,after leafout,Chamise,2022-09-15,2022-09-15
2026,-5.945823529411767e-4,17,0.0357689,after leafout,Chamise,2022-04-29,2022-04-29
2026,-5.945823529411767e-4,14,0.0264174,before leafout,Chamise,2022-04-05,2022-04-05
2026,-5.945823529411767e-4,11,0,before leafout,Chamise,2022-03-16,2022-03-16
2027,-0.013009215384615412,15,0.0079662,before leafout,Chamise,2022-04-12,2022-04-12
2027,-0.013009215384615412,17,0.0074579,after leafout,Chamise,2022-04-29,2022-04-29
2027,-0.013009215384615412,19,0,after leafout,Chamise,2022-05-11,2022-05-11
2027,-0.013009215384615412,37,0,after leafout,Chamise,2022-09-15,2022-09-15
2027,-0.013009215384615412,29,NA,after leafout,Chamise,2022-07-19,2022-07-19
2027,-0.013009215384615412,14,0.0697813,before leafout,Chamise,2022-04-05,2022-04-05
2027,-0.013009215384615412,21,0,after leafout,Chamise,2022-05-29,2022-05-29
2027,-0.013009215384615412,11,0.0739476,before leafout,Chamise,2022-03-16,2022-03-16
2031,-0.023998699999999894,17,0.0286719,after leafout,Chamise,2022-04-29,2022-04-29
2031,-0.023998699999999894,15,0,before leafout,Chamise,2022-04-12,2022-04-12
2031,-0.023998699999999894,29,NA,after leafout,Chamise,2022-07-19,2022-07-19
2031,-0.023998699999999894,37,0,after leafout,Chamise,2022-09-15,2022-09-15
2031,-0.023998699999999894,14,0.0239987,before leafout,Chamise,2022-04-05,2022-04-05
2031,-0.023998699999999894,21,0.0019923,after leafout,Chamise,2022-05-29,2022-05-29
2031,-0.023998699999999894,19,0.0120738,after leafout,Chamise,2022-05-11,2022-05-11
2086,0.004588353846153844,29,NA,after leafout,PineNeedle,2022-07-19,2022-07-19
2086,0.004588353846153844,21,0.0067591,after leafout,PineNeedle,2022-05-29,2022-05-29
2086,0.004588353846153844,17,NA,after leafout,PineNeedle,2022-04-29,2022-04-29
2086,0.004588353846153844,19,0.0020183,after leafout,PineNeedle,2022-05-11,2022-05-11
2086,0.004588353846153844,15,0,before leafout,PineNeedle,2022-04-12,2022-04-12
2086,0.004588353846153844,11,0,before leafout,PineNeedle,2022-03-16,2022-03-16
2086,0.004588353846153844,14,0.0596486,before leafout,PineNeedle,2022-04-05,2022-04-05
2086,0.004588353846153844,37,0,after leafout,PineNeedle,2022-09-15,2022-09-15
2087,0.010064492307692319,21,0.0300274,after leafout,PineNeedle,2022-05-29,2022-05-29
