var,timeframe,date_wp,time,estimate,p.value
lwa,whole timeframe,2022-03-15,pd,-13.705116861193186,0.02167906041613998
lwa,whole timeframe,2022-04-13,md,-3.495564337689767,0.01700584164199657
lwa,just May,2022-09-15,md,-0.5420936686170996,0.01774091273836956
