"","week","time","tree","plot","site","species","water_potential","lwc_mean","lma_g_cm2","lwa_g_cm2_new","ldmc","alas_cm2_per_mm2","lwa_g_cm2","swc_per_dry_g_mean","rwc","date_wp","week_alas_link","time_season","lwc"
"340",17,"pd","2026","Shedd","Chamise","blue oak",-1.209,0.943287037037037,0.012651605321359,0.0104682675213892,NA,27.0863885793165,0.0119340952973467,NA,NA,2022-04-25,17,"before leafout",0.943287037037037
"341",19,"md","2026","Shedd","Chamise","blue oak",-2.63266666666667,0.812390475208741,0.0142140181605589,0.0119277915022045,0.298545325598232,18.2654960089748,0.0115473329680821,0.946095588645134,85.8676950784786,2022-05-09,21,"after leafout",0.812390475208741
"342",19,"md","2026","Shedd","Chamise","blue oak",-2.63266666666667,0.812390475208741,0.0142140181605589,0.0119277915022045,0.275772581393491,18.2654960089748,0.0115473329680821,1.07598082878411,77.3301860568069,2022-05-09,21,"after leafout",0.812390475208741
"343",21,"md","2026","Shedd","Chamise","blue oak",-3.367,0.696401610468042,0.0142140181605589,0.010772165302876,0.29507392239929,18.2654960089748,0.00989866513823521,0.966473339299511,72.5354861748591,2022-05-23,21,"after leafout",0.696401610468042
"344",21,"md","2026","Shedd","Chamise","blue oak",-3.367,0.696401610468042,0.0142140181605589,0.010772165302876,0.320475145254016,18.2654960089748,0.00989866513823521,0.853801027099425,81.5648597699504,2022-05-23,21,"after leafout",0.696401610468042
"345",21,"pd","2026","Shedd","Chamise","blue oak",-2.05333333333333,0.831210191082802,0.0142140181605589,0.0113568055551227,0.320475145254016,18.2654960089748,0.0118148367512926,0.853801027099425,97.3540865729139,2022-05-23,21,"after leafout",0.831210191082802
"346",21,"pd","2026","Shedd","Chamise","blue oak",-2.05333333333333,0.831210191082802,0.0142140181605589,0.0113568055551227,0.29507392239929,18.2654960089748,0.0118148367512926,0.966473339299511,86.576817769228,2022-05-23,21,"after leafout",0.831210191082802
"347",29,"md","2026","Shedd","Chamise","blue oak",-4.53333333333333,0.549074074074074,0.0150635654378118,0.00887982969894233,NA,16.5059020056204,0.00827101324502072,NA,NA,2022-07-19,29,"after leafout",0.549074074074074
"348",29,"pd","2026","Shedd","Chamise","blue oak",-3.85,0.5882096069869,0.0150635654378118,0.00882197992368373,NA,16.5059020056204,0.00886053390599671,NA,NA,2022-07-19,29,"after leafout",0.5882096069869
"349",37,"pd","2026","Shedd","Chamise","blue oak",-1.806,0.752694191742477,0.0153022354002709,NA,0.298383670364175,11.8207384691056,0.01151790370646,0.731830896533789,102.850835528741,2022-09-15,37,"after leafout",0.752694191742477
"350",37,"pd","2026","Shedd","Chamise","blue oak",-1.806,0.752694191742477,0.0153022354002709,NA,0.277279547407298,11.8207384691056,0.01151790370646,0.815536064928025,92.9742482669528,2022-09-15,37,"after leafout",0.752694191742477
"351",37,"md","2026","Shedd","Chamise","blue oak",-4.189,0.641708101784148,0.0153022354002709,0.00978177600069569,0.277279547407298,11.8207384691056,0.00981956843176205,0.815536064928025,79.2650309046187,2022-09-15,37,"after leafout",0.641708101784148
"352",37,"md","2026","Shedd","Chamise","blue oak",-4.189,0.641708101784148,0.0153022354002709,0.00978177600069569,0.298383670364175,11.8207384691056,0.00981956843176205,0.731830896533789,87.6852979046807,2022-09-15,37,"after leafout",0.641708101784148
"353",10,"pd","2027","Shedd","Chamise","blue oak",-1.44666666666667,0.563419464203672,0.00913346212504019,0.00481179531077923,0.167241968237589,NA,0.00514597033681468,1.40583941605839,40.0770854599706,2022-03-15,11,"before leafout",0.563419464203672
"354",14,"pd","2027","Shedd","Chamise","blue oak",-0.572666666666667,1.03777929387685,0.014227727041394,0.01423529808123,0.267010173061291,36.7037899624316,0.0147652405224904,1.16648350659448,90.0980008427944,2022-04-04,14,"before leafout",1.03777929387685
"355",14,"pd","2027","Shedd","Chamise","blue oak",-0.572666666666667,1.03777929387685,0.014227727041394,0.01423529808123,0.280996033824,36.7037899624316,0.0147652405224904,1.0772417875111,96.3367097255459,2022-04-04,14,"before leafout",1.03777929387685
"356",15,"md","2027","Shedd","Chamise","blue oak",-2.2905,0.826954158307217,0.014227727041394,0.0100381985132034,0.280996033824,36.7037899624316,0.0117656780401408,1.0772417875111,76.7658818934088,2022-04-13,14,"before leafout",0.826954158307217
"357",15,"md","2027","Shedd","Chamise","blue oak",-2.2905,0.826954158307217,0.014227727041394,0.0100381985132034,0.267010173061291,36.7037899624316,0.0117656780401408,1.16648350659448,71.7945683554537,2022-04-13,14,"before leafout",0.826954158307217
"358",17,"md","2027","Shedd","Chamise","blue oak",-2.66533333333333,0.879207920792079,0.0112662694822744,0.00894378994380852,NA,31.3259013940522,0.00990539336659373,NA,NA,2022-04-25,17,"before leafout",0.879207920792079
"359",17,"pd","2027","Shedd","Chamise","blue oak",-1.28133333333333,0.99465811965812,0.0112662694822744,0.0112223410645158,NA,31.3259013940522,0.0112060864188007,NA,NA,2022-04-25,17,"before leafout",0.99465811965812
"360",19,"md","2027","Shedd","Chamise","blue oak",-2.51066666666667,0.848216127036502,0.0140334678447648,0.0119007445354473,0.170581082651465,16.2273740722827,0.0119034137441777,1.18166462736875,71.909305124036,2022-05-09,21,"after leafout",0.848216127036502
"361",19,"md","2027","Shedd","Chamise","blue oak",-2.51066666666667,0.848216127036502,0.0140334678447648,0.0119007445354473,0.189446200119374,16.2273740722827,0.0119034137441777,1.03825987877873,81.6959360920533,2022-05-09,21,"after leafout",0.848216127036502
"362",19,"pd","2027","Shedd","Chamise","blue oak",-1.78025,0.923341118285479,0.0140334678447648,0.0123794444592603,0.189446200119374,16.2273740722827,0.0129576778932085,1.03825987877873,88.9315996079492,2022-05-09,21,"after leafout",0.923341118285479
"363",19,"pd","2027","Shedd","Chamise","blue oak",-1.78025,0.923341118285479,0.0140334678447648,0.0123794444592603,0.170581082651465,16.2273740722827,0.0129576778932085,1.18166462736875,78.2781841702732,2022-05-09,21,"after leafout",0.923341118285479
"364",21,"pd","2027","Shedd","Chamise","blue oak",-1.985,0.822503961965135,0.0140334678447648,NA,0.200528451976454,16.2273740722827,0.0115425829024294,0.96920495404769,85.054245669,2022-05-23,21,"after leafout",0.822503961965135
"365",21,"pd","2027","Shedd","Chamise","blue oak",-1.985,0.822503961965135,0.0140334678447648,NA,0.207822877029857,16.2273740722827,0.0115425829024294,0.924994324918028,88.9198927829124,2022-05-23,21,"after leafout",0.822503961965135
"366",21,"md","2027","Shedd","Chamise","blue oak",-3.34425,NA,0.0140334678447648,NA,0.200528451976454,16.2273740722827,NA,0.96920495404769,NA,2022-05-23,21,"after leafout",NA
"367",21,"md","2027","Shedd","Chamise","blue oak",-3.34425,NA,0.0140334678447648,NA,0.207822877029857,16.2273740722827,NA,0.924994324918028,NA,2022-05-23,21,"after leafout",NA
"368",29,"pd","2027","Shedd","Chamise","blue oak",-3.4,0.59144385026738,0.0146736858698046,0.00820688944995271,NA,19.2995860359346,0.00867866126845128,NA,NA,2022-07-19,29,"after leafout",0.59144385026738
"369",37,"pd","2027","Shedd","Chamise","blue oak",-2.87366666666667,0.557437955119631,0.0140747933464511,0.00912216667776842,0.221219609900291,8.66218497547187,0.0078458240217771,0.598115096295388,93.1991114372964,2022-09-15,37,"after leafout",0.557437955119631
"370",37,"pd","2027","Shedd","Chamise","blue oak",-2.87366666666667,0.557437955119631,0.0140747933464511,0.00912216667776842,0.181222186332805,8.66218497547187,0.0078458240217771,0.771199895646223,72.6933181219652,2022-09-15,37,"after leafout",0.557437955119631
"371",37,"md","2027","Shedd","Chamise","blue oak",-4.306,0.621411276374957,0.0140747933464511,0.009861742311452,0.181222186332805,8.66218497547187,0.00874623529813194,0.771199895646223,81.0358304152554,2022-09-15,37,"after leafout",0.621411276374957
"372",37,"md","2027","Shedd","Chamise","blue oak",-4.306,0.621411276374957,0.0140747933464511,0.009861742311452,0.221219609900291,8.66218497547187,0.00874623529813194,0.598115096295388,103.894932634849,2022-09-15,37,"after leafout",0.621411276374957
"373",14,"pd","2028","Shedd","Chamise","blue oak",-0.53675,0.849508109545334,0.0157903619468078,0.0125874686015859,0.415840412580761,49.6078608470964,0.0134140405264692,1.05390984893191,80.6053867326766,2022-04-04,14,"before leafout",0.849508109545334
"374",14,"pd","2028","Shedd","Chamise","blue oak",-0.53675,0.849508109545334,0.0157903619468078,0.0125874686015859,0.339245628586017,49.6078608470964,0.0134140405264692,1.53809428204304,57.288195384046,2022-04-04,14,"before leafout",0.849508109545334
"375",15,"md","2028","Shedd","Chamise","blue oak",-1.664,1.1188181387265,0.0157903619468078,0.0130191551335165,0.339245628586017,49.6078608470964,0.0176665433631452,1.53809428204304,75.4496295095791,2022-04-13,14,"before leafout",1.1188181387265
"376",15,"md","2028","Shedd","Chamise","blue oak",-1.664,1.1188181387265,0.0157903619468078,0.0130191551335165,0.415840412580761,49.6078608470964,0.0176665433631452,1.05390984893191,106.158808541392,2022-04-13,14,"before leafout",1.1188181387265
"377",17,"md","2028","Shedd","Chamise","blue oak",-2.0795,0.831376734258271,0.0141425544517489,0.0104090019748738,NA,20.5712100452165,0.0117577907341648,NA,NA,2022-04-25,17,"before leafout",0.831376734258271
"378",17,"pd","2028","Shedd","Chamise","blue oak",-1.216,0.850348027842227,0.0141425544517489,0.0117445031005597,NA,20.5712100452165,0.012026093286696,NA,NA,2022-04-25,17,"before leafout",0.850348027842227
"379",19,"pd","2028","Shedd","Chamise","blue oak",-1.9845,0.769285208775655,0.0140073690587484,0.0110734982306597,0.221409490345858,21.7813808021487,0.0107756618307569,0.995646835415711,77.3119533862788,2022-05-09,21,"after leafout",0.769285208775655
"380",19,"pd","2028","Shedd","Chamise","blue oak",-1.9845,0.769285208775655,0.0140073690587484,0.0110734982306597,0.249480063082481,21.7813808021487,0.0107756618307569,0.851359180863431,90.3596538414564,2022-05-09,21,"after leafout",0.769285208775655
"381",19,"md","2028","Shedd","Chamise","blue oak",-2.074,NA,0.0140073690587484,NA,0.221409490345858,21.7813808021487,NA,0.995646835415711,NA,2022-05-09,21,"after leafout",NA
"382",19,"md","2028","Shedd","Chamise","blue oak",-2.074,NA,0.0140073690587484,NA,0.249480063082481,21.7813808021487,NA,0.851359180863431,NA,2022-05-09,21,"after leafout",NA
"383",21,"md","2028","Shedd","Chamise","blue oak",-3.2125,0.70353982300885,0.0140073690587484,0.0100638456061772,0.265101817336629,21.7813808021487,0.00985474194841151,0.784514371810752,89.6783855450597,2022-05-23,21,"after leafout",0.70353982300885
"384",21,"md","2028","Shedd","Chamise","blue oak",-3.2125,0.70353982300885,0.0140073690587484,0.0100638456061772,0.224568462006752,21.7813808021487,0.00985474194841151,0.977786664297038,72.0084888820104,2022-05-23,21,"after leafout",0.70353982300885
"385",21,"pd","2028","Shedd","Chamise","blue oak",-1.775,0.802346679569372,0.0140073690587484,0.0119219874961483,0.265101817336629,21.7813808021487,0.0112387660537896,0.784514371810752,102.273037741483,2022-05-23,21,"after leafout",0.802346679569372
"386",21,"pd","2028","Shedd","Chamise","blue oak",-1.775,0.802346679569372,0.0140073690587484,0.0119219874961483,0.224568462006752,21.7813808021487,0.0112387660537896,0.977786664297038,82.121537496197,2022-05-23,21,"after leafout",0.802346679569372
"387",29,"md","2028","Shedd","Chamise","blue oak",-5,0.55587958607714,0.0176055856311294,0.0099257555917403,NA,21.61204633347,0.00978658565327787,NA,NA,2022-07-19,29,"after leafout",0.55587958607714
"388",29,"pd","2028","Shedd","Chamise","blue oak",-3.36666666666667,0.528924598269468,0.0176055856311294,0.00982063115795308,NA,21.61204633347,0.00931202730724385,NA,NA,2022-07-19,29,"after leafout",0.528924598269468
"389",37,"pd","2028","Shedd","Chamise","blue oak",-2.359,0.534153120525562,0.0149556963348564,0.00821824138682551,0.355622993483878,13.8040530235217,0.00798863186689627,0.599579766671784,89.0879162735261,2022-09-15,37,"after leafout",0.534153120525562
"390",37,"pd","2028","Shedd","Chamise","blue oak",-2.359,0.534153120525562,0.0149556963348564,0.00821824138682551,0.33417873139459,13.8040530235217,0.00798863186689627,0.659371921735887,81.0247427132302,2022-09-15,37,"after leafout",0.534153120525562
"391",37,"md","2028","Shedd","Chamise","blue oak",-3.787,0.558911004346831,0.0149556963348564,0.0091744916010684,0.33417873139459,13.8040530235217,0.00835890325922082,0.659371921735887,84.7802223494226,2022-09-15,37,"after leafout",0.558911004346831
"392",37,"md","2028","Shedd","Chamise","blue oak",-3.787,0.558911004346831,0.0149556963348564,0.0091744916010684,0.355622993483878,13.8040530235217,0.00835890325922082,0.599579766671784,93.2171222937189,2022-09-15,37,"after leafout",0.558911004346831
"393",14,"pd","2029","Shedd","Chamise","live oak",-0.2346,0.955947638019351,NA,0.0116092820764391,NA,NA,NA,NA,NA,2022-04-04,14,"before leafout",0.955947638019351
"394",17,"md","2029","Shedd","Chamise","live oak",-1.98666666666667,NA,0.0179980479142596,NA,NA,41.7958308034709,NA,NA,NA,2022-04-25,17,"before leafout",NA
"395",19,"md","2029","Shedd","Chamise","live oak",-2.0006,0.85429718875502,0.0201500645099233,0.0211028037070763,0.30339187655134,22.2407663257533,0.0172141434640598,1.11005800189537,77.0566787770989,2022-05-09,21,"after leafout",0.85429718875502
"396",19,"md","2029","Shedd","Chamise","live oak",-2.0006,0.85429718875502,0.0201500645099233,0.0211028037070763,0.367470281520766,22.2407663257533,0.0172141434640598,0.826338972844512,103.697030136284,2022-05-09,21,"after leafout",0.85429718875502
"397",19,"pd","2029","Shedd","Chamise","live oak",-1.576,0.873282824077928,0.0201500645099233,0.0132228832403704,0.367470281520766,22.2407663257533,0.0175967052405783,0.826338972844512,106.001560719025,2022-05-09,21,"after leafout",0.873282824077928
"398",19,"pd","2029","Shedd","Chamise","live oak",-1.576,0.873282824077928,0.0201500645099233,0.0132228832403704,0.30339187655134,22.2407663257533,0.0175967052405783,1.11005800189537,78.7691624674508,2022-05-09,21,"after leafout",0.873282824077928
"399",21,"md","2029","Shedd","Chamise","live oak",-2.5555,0.755852842809365,0.0201500645099233,0.0111693250004143,0.388668893918151,22.2407663257533,0.0152304835426176,0.752357374855975,100.623944378211,2022-05-23,21,"after leafout",0.755852842809365
"400",21,"md","2029","Shedd","Chamise","live oak",-2.5555,0.755852842809365,0.0201500645099233,0.0111693250004143,0.347081436496783,22.2407663257533,0.0152304835426176,0.90551146185334,83.732278773654,2022-05-23,21,"after leafout",0.755852842809365
"401",21,"pd","2029","Shedd","Chamise","live oak",-1.44,0.757697298572608,0.0201500645099233,0.0129376241356198,0.388668893918151,22.2407663257533,0.0152676494452327,0.752357374855975,100.869490076549,2022-05-23,21,"after leafout",0.757697298572608
"402",21,"pd","2029","Shedd","Chamise","live oak",-1.44,0.757697298572608,0.0201500645099233,0.0129376241356198,0.347081436496783,22.2407663257533,0.0152676494452327,0.90551146185334,83.936604900919,2022-05-23,21,"after leafout",0.757697298572608
"403",29,"md","2029","Shedd","Chamise","live oak",-3.3,0.553661327231121,0.0115755381410699,0.0103579985303373,NA,41.8732548637209,0.00640892781059922,NA,NA,2022-07-19,29,"after leafout",0.553661327231121
"404",29,"pd","2029","Shedd","Chamise","live oak",-1.945,0.600853727945362,0.0115755381410699,0.0109268303582811,NA,41.8732548637209,0.00695520524503557,NA,NA,2022-07-19,29,"after leafout",0.600853727945362
"405",37,"pd","2029","Shedd","Chamise","live oak",-1.329,0.642248429026427,0.0187524484757253,0.0131070772933762,0.704097693850398,45.198268927029,0.0120437305739336,0.557582330118598,117.181266224886,2022-09-15,37,"after leafout",0.642248429026427
"406",37,"pd","2029","Shedd","Chamise","live oak",-1.329,0.642248429026427,0.0187524484757253,0.0131070772933762,0.623078668084099,45.198268927029,0.0120437305739336,0.82529541127189,84.9813277316993,2022-09-15,37,"after leafout",0.642248429026427
"407",37,"md","2029","Shedd","Chamise","live oak",-3.1065,0.596239289114567,0.0187524484757253,0.0112432095383755,0.704097693850398,45.198268927029,0.011180946548324,0.557582330118598,108.786680844642,2022-09-15,37,"after leafout",0.596239289114567
"408",37,"md","2029","Shedd","Chamise","live oak",-3.1065,0.596239289114567,0.0187524484757253,0.0112432095383755,0.623078668084099,45.198268927029,0.011180946548324,0.82529541127189,78.893468858412,2022-09-15,37,"after leafout",0.596239289114567
"409",14,"pd","2030","Shedd","Chamise","live oak",-0.1886,0.826998150811588,0.0163060673172869,0.0151566619103924,NA,46.1250101643176,0.0134850875184055,NA,NA,2022-04-04,14,"before leafout",0.826998150811588
"410",17,"pd","2030","Shedd","Chamise","live oak",-0.758,0.815860945138512,0.0182472083685125,0.0122863874146157,NA,18.3291266027088,0.014887184665674,NA,NA,2022-04-25,17,"before leafout",0.815860945138512
"411",17,"md","2030","Shedd","Chamise","live oak",-2.97033333333333,NA,0.0182472083685125,NA,NA,18.3291266027088,NA,NA,NA,2022-04-25,17,"before leafout",NA
"412",19,"md","2030","Shedd","Chamise","live oak",-1.8912,0.569466294702047,0.0182847656203881,0.00948823717898507,0.289043933134778,26.5668926888488,0.0104125577273378,1.31516568846872,46.7810041307,2022-05-09,21,"after leafout",0.569466294702047
"413",19,"md","2030","Shedd","Chamise","live oak",-1.8912,0.569466294702047,0.0182847656203881,0.00948823717898507,0.497580369820826,26.5668926888488,0.0104125577273378,0.520191603155026,113.646618261241,2022-05-09,21,"after leafout",0.569466294702047
"414",19,"pd","2030","Shedd","Chamise","live oak",-1.26025,0.884714233263982,0.0182847656203881,0.0139287397763966,0.497580369820826,26.5668926888488,0.0161767923962533,0.520191603155026,176.559669419319,2022-05-09,21,"after leafout",0.884714233263982
"415",19,"pd","2030","Shedd","Chamise","live oak",-1.26025,0.884714233263982,0.0182847656203881,0.0139287397763966,0.289043933134778,26.5668926888488,0.0161767923962533,1.31516568846872,72.6782613577967,2022-05-09,21,"after leafout",0.884714233263982
"416",21,"md","2030","Shedd","Chamise","live oak",-2.02375,0.736526946107784,0.0182847656203881,0.0110161094786291,0.410602182777222,26.5668926888488,0.013467222582681,0.731253423345092,101.96761129924,2022-05-23,21,"after leafout",0.736526946107784
"417",21,"md","2030","Shedd","Chamise","live oak",-2.02375,0.736526946107784,0.0182847656203881,0.0110161094786291,0.34092495621738,26.5668926888488,0.013467222582681,0.983042837135934,75.515640034757,2022-05-23,21,"after leafout",0.736526946107784
"418",21,"pd","2030","Shedd","Chamise","live oak",-1.37625,0.608502082435732,0.0182847656203881,0.0194453881699323,0.34092495621738,26.5668926888488,0.0111263179568554,0.983042837135934,62.3893320678212,2022-05-23,21,"after leafout",0.608502082435732
"419",21,"pd","2030","Shedd","Chamise","live oak",-1.37625,0.608502082435732,0.0182847656203881,0.0194453881699323,0.410602182777222,26.5668926888488,0.0111263179568554,0.731253423345092,84.2433588404041,2022-05-23,21,"after leafout",0.608502082435732
"420",29,"md","2030","Shedd","Chamise","live oak",-3.4625,0.584718498659517,0.0185033311857834,0.0108972043704692,NA,22.0641871013505,0.0108192400311511,NA,NA,2022-07-19,29,"after leafout",0.584718498659517
"421",37,"pd","2030","Shedd","Chamise","live oak",-2,0.540224109341239,0.0167557688551307,0.0110981960770566,0.287143920425312,31.989086188706,0.00905187030609065,0.752271815867126,71.8303829502069,2022-09-15,37,"after leafout",0.540224109341239
"422",37,"pd","2030","Shedd","Chamise","live oak",-2,0.540224109341239,0.0167557688551307,0.0110981960770566,0.245141103907772,31.989086188706,0.00905187030609065,0.932931134944185,57.9070084028337,2022-09-15,37,"after leafout",0.540224109341239
"423",37,"md","2030","Shedd","Chamise","live oak",NA,0.573248975227232,0.0167557688551307,0.0121423715655057,0.245141103907772,31.989086188706,0.00960522732534804,0.932931134944185,61.4469673815151,2022-09-15,37,"after leafout",0.573248975227232
"424",37,"md","2030","Shedd","Chamise","live oak",NA,0.573248975227232,0.0167557688551307,0.0121423715655057,0.287143920425312,31.989086188706,0.00960522732534804,0.752271815867126,76.2215027141189,2022-09-15,37,"after leafout",0.573248975227232
"425",14,"pd","2031","Shedd","Chamise","blue oak",-0.244,0.961170708955224,0.0155072231961128,0.0128769219110067,0.322989444147251,31.7927240698702,0.0149050887133347,1.09588754410288,91.5935926577213,2022-04-04,14,"before leafout",0.961170708955224
"426",14,"pd","2031","Shedd","Chamise","blue oak",-0.244,0.961170708955224,0.0155072231961128,0.0128769219110067,0.339972385179935,31.7927240698702,0.0149050887133347,0.98559187078183,97.5221831114299,2022-04-04,14,"before leafout",0.961170708955224
"427",15,"md","2031","Shedd","Chamise","blue oak",-2.00433333333333,0.883269152839005,0.0155072231961128,0.0118082560702296,0.339972385179935,31.7927240698702,0.013697051895316,0.98559187078183,89.6181450987764,2022-04-13,14,"before leafout",0.883269152839005
"428",15,"md","2031","Shedd","Chamise","blue oak",-2.00433333333333,0.883269152839005,0.0155072231961128,0.0118082560702296,0.322989444147251,31.7927240698702,0.013697051895316,1.09588754410288,84.1700586987355,2022-04-13,14,"before leafout",0.883269152839005
"429",17,"md","2031","Shedd","Chamise","blue oak",-1.873,0.908268733850129,0.0134555348736685,NA,NA,20.6269788075805,0.0122212416229832,NA,NA,2022-04-25,17,"before leafout",0.908268733850129
"430",17,"pd","2031","Shedd","Chamise","blue oak",-0.899,0.967063129002745,0.0134555348736685,NA,NA,20.6269788075805,0.0130123516573354,NA,NA,2022-04-25,17,"before leafout",0.967063129002745
"431",19,"md","2031","Shedd","Chamise","blue oak",-2.786,0.846351679035932,NA,0.0109216387037501,NA,NA,NA,0.882525713724624,135.200524388324,2022-05-09,21,"after leafout",0.846351679035932
"432",19,"md","2031","Shedd","Chamise","blue oak",-2.786,0.846351679035932,NA,0.0109216387037501,NA,NA,NA,0.942648842363513,89.7844076182034,2022-05-09,21,"after leafout",0.846351679035932
"433",19,"pd","2031","Shedd","Chamise","blue oak",-1.683,0.888080072793449,NA,0.0111374682764067,NA,NA,NA,0.882525713724624,141.86643036765,2022-05-09,21,"after leafout",0.888080072793449
"434",19,"pd","2031","Shedd","Chamise","blue oak",-1.683,0.888080072793449,NA,0.0111374682764067,NA,NA,NA,0.942648842363513,94.2111243214129,2022-05-09,21,"after leafout",0.888080072793449
"435",21,"md","2031","Shedd","Chamise","blue oak",-2.971,0.701694915254237,NA,0.0104166628634552,NA,NA,NA,0.865343109572547,81.0886349578554,2022-05-23,21,"after leafout",0.701694915254237
"436",21,"md","2031","Shedd","Chamise","blue oak",-2.971,0.701694915254237,NA,0.0104166628634552,NA,NA,NA,0.952670204563243,73.803361210544,2022-05-23,21,"after leafout",0.701694915254237
"437",21,"pd","2031","Shedd","Chamise","blue oak",-1.9125,0.842579611456038,NA,0.0135859644554097,NA,NA,NA,0.952670204563243,88.6214308541754,2022-05-23,21,"after leafout",0.842579611456038
"438",21,"pd","2031","Shedd","Chamise","blue oak",-1.9125,0.842579611456038,NA,0.0135859644554097,NA,NA,NA,0.865343109572547,97.3694251604137,2022-05-23,21,"after leafout",0.842579611456038
"439",29,"md","2031","Shedd","Chamise","blue oak",-4.03333333333333,0.590552325581396,0.0145985342023813,0.00956818749804208,NA,13.5113458488064,0.00862119832329583,NA,NA,2022-07-19,29,"after leafout",0.590552325581396
"440",29,"pd","2031","Shedd","Chamise","blue oak",-3.22,0.631830985915493,0.0145985342023813,0.00952909449641476,NA,13.5113458488064,0.00922380625801162,NA,NA,2022-07-19,29,"after leafout",0.631830985915493
"441",37,"md","2031","Shedd","Chamise","blue oak",-3.53166666666667,0.59749243406831,0.0137167398062569,0.00970844561357921,0.103346500167329,2.65902344968686,0.00819564825432211,0.849288350395144,70.5025385437724,2022-09-15,37,"after leafout",0.59749243406831
"442",37,"md","2031","Shedd","Chamise","blue oak",-3.53166666666667,0.59749243406831,0.0137167398062569,0.00970844561357921,0.106293448769132,2.65902344968686,0.00819564825432211,0.821453542681665,72.7359982060305,2022-09-15,37,"after leafout",0.59749243406831
"443",17,"md","2032",NA,NA,"blue oak",-1.873,0.908268733850129,NA,0.0109836181343201,NA,NA,NA,NA,NA,2022-04-25,17,"before leafout",0.908268733850129
"444",17,"pd","2032",NA,NA,"blue oak",-0.899,0.967063129002745,NA,0.010629065752506,NA,NA,NA,NA,NA,2022-04-25,17,"before leafout",0.967063129002745
"445",19,"md","2084",NA,NA,"blue oak",-2.035,0.905395747721994,NA,0.0138043793457065,NA,NA,NA,NA,NA,2022-05-09,21,"after leafout",0.905395747721994
"446",14,"pd","2085","Low","PineNeedle","blue oak",-0.518,1.6518648258809,0.0103572475397523,0.0206223324806012,0.132347316343687,20.692055543344,0.0171087729038582,1.31336062637717,125.773895813938,2022-04-04,14,"before leafout",1.6518648258809
"447",14,"pd","2085","Low","PineNeedle","blue oak",-0.518,1.6518648258809,0.0103572475397523,0.0206223324806012,0.139052428119193,20.692055543344,0.0171087729038582,1.25673980055935,133.455896322907,2022-04-04,14,"before leafout",1.6518648258809
"448",15,"md","2085","Low","PineNeedle","blue oak",-1.5175,1.12608615270845,0.0103572475397523,0.0157889221217661,0.139052428119193,20.692055543344,0.0116631530346887,1.25673980055935,90.977684427888,2022-04-11,14,"before leafout",1.12608615270845
"449",15,"md","2085","Low","PineNeedle","blue oak",-1.5175,1.12608615270845,0.0103572475397523,0.0157889221217661,0.132347316343687,20.692055543344,0.0116631530346887,1.31336062637717,85.740818636744,2022-04-11,14,"before leafout",1.12608615270845
"450",17,"md","2085","Low","PineNeedle","blue oak",-2.21066666666667,1.02814814814815,0.0142200440229274,0.0150000934422608,NA,24.8228007790379,0.014620311928758,NA,NA,2022-04-25,17,"before leafout",1.02814814814815
"451",17,"pd","2085","Low","PineNeedle","blue oak",-1.044,1.10227272727273,0.0142200440229274,0.0150656952981045,NA,24.8228007790379,0.0156743667070905,NA,NA,2022-04-25,17,"before leafout",1.10227272727273
"452",19,"md","2085","Low","PineNeedle","blue oak",-2.29533333333333,0.938172043010753,NA,0.0154780538575848,NA,NA,NA,1.16263980769613,80.6932668914739,2022-05-09,21,"after leafout",0.938172043010753
"453",19,"md","2085","Low","PineNeedle","blue oak",-2.29533333333333,0.938172043010753,NA,0.0154780538575848,NA,NA,NA,1.28032386838297,73.5868360417566,2022-05-09,21,"after leafout",0.938172043010753
"454",21,"md","2085","Low","PineNeedle","blue oak",-3.21666666666667,0.74587039390089,NA,0.0123734922401709,NA,NA,NA,1.12943548387097,66.0392208809072,2022-05-23,21,"after leafout",0.74587039390089
"455",21,"md","2085","Low","PineNeedle","blue oak",-3.21666666666667,0.74587039390089,NA,0.0123734922401709,NA,NA,NA,0.879680336728516,84.7887991534222,2022-05-23,21,"after leafout",0.74587039390089
"456",21,"pd","2085","Low","PineNeedle","blue oak",-1.52,0.923076923076923,NA,0.0150869102134816,NA,NA,NA,0.879680336728516,104.933222278197,2022-05-23,21,"after leafout",0.923076923076923
"457",21,"pd","2085","Low","PineNeedle","blue oak",-1.52,0.923076923076923,NA,0.0150869102134816,NA,NA,NA,1.12943548387097,81.7290528108094,2022-05-23,21,"after leafout",0.923076923076923
"458",29,"md","2085","Low","PineNeedle","blue oak",-4.1,0.623753665689149,0.0170080759049712,0.0116309750007244,NA,15.2785467521569,0.0106088496920451,NA,NA,2022-07-19,29,"after leafout",0.623753665689149
"459",29,"pd","2085","Low","PineNeedle","blue oak",-2.78,0.700455235204856,0.0170080759049712,0.0128161495033825,NA,15.2785467521569,0.0119133958083986,NA,NA,2022-07-19,29,"after leafout",0.700455235204856
"460",37,"pd","2085","Low","PineNeedle","blue oak",-1.48244444444444,0.73641771359557,0.0163924186973502,0.0165490550695414,0.407286851886942,25.2971882163221,0.0120716674974039,0.877769244544917,83.9352574371352,2022-09-15,37,"after leafout",0.73641771359557
"461",37,"pd","2085","Low","PineNeedle","blue oak",-1.48244444444444,0.73641771359557,0.0163924186973502,0.0165490550695414,0.443053947227356,25.2971882163221,0.0120716674974039,0.758008075367776,97.1516976568185,2022-09-15,37,"after leafout",0.73641771359557
